id,date,age,order,condition,stage,trial,sub_trial,probe,lure,stim_cols,stim_oris,trial_time,judgement,target_ori,response_ori,non_target_1,non_target_2
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,43,3,purple,blue,red-pink-purple,6.0-45.0-124.0,6.894474,1,124,111.0,6.0,45.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,44,3,pink,green,orange-pink-purple,76.0-17.0-128.0,6.352105,1,17,48.0,76.0,128.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,45,3,cyan,orange,cyan-purple-green,162.0-39.0-7.0,7.082234,1,162,147.0,39.0,7.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,46,3,green,pink,orange-yellow-green,169.0-88.0-99.0,6.623882,1,99,102.0,169.0,88.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,47,3,orange,purple,orange-pink-blue,131.0-118.0-103.0,6.977839,1,131,116.0,118.0,103.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,48,3,cyan,green,cyan-blue-red,83.0-179.0-33.0,6.748542,1,83,67.0,179.0,33.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,49,3,red,yellow,pink-orange-red,29.0-57.0-174.0,7.290256,1,174,126.0,29.0,57.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,50,3,yellow,purple,green-yellow-red,76.0-9.0-51.0,10.518871,1,9,16.0,76.0,51.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,51,3,pink,blue,purple-yellow-pink,3.0-112.0-98.0,6.687446,1,98,108.0,3.0,112.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,52,3,pink,blue,orange-pink-green,86.0-9.0-143.0,9.790254,1,9,179.0,86.0,143.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,53,3,orange,purple,cyan-orange-yellow,3.0-30.0-67.0,6.726855,1,30,51.0,3.0,67.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,54,3,yellow,green,pink-cyan-yellow,160.0-92.0-146.0,6.289999,1,146,121.0,160.0,92.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,55,3,purple,green,blue-red-purple,162.0-70.0-46.0,6.248598,1,46,49.0,162.0,70.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,56,3,cyan,pink,yellow-cyan-purple,54.0-23.0-179.0,6.206716,1,23,51.0,54.0,179.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,57,3,yellow,red,yellow-pink-purple,10.0-91.0-126.0,6.540403,1,10,38.0,91.0,126.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,58,3,green,blue,purple-yellow-green,178.0-15.0-33.0,6.47779,1,33,36.0,178.0,15.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,59,3,orange,purple,blue-pink-orange,174.0-127.0-143.0,7.185335,1,143,122.0,174.0,127.0
precision_22,2016_Dec_02_1517,19,SD-SP,dual,test,60,3,blue,orange,yellow-red-blue,110.0-72.0-28.0,7.394445,1,28,49.0,110.0,72.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,1,3,blue,purple,orange-blue-pink,27.0-167.0-123.0,9.790042,1,167,21.0,27.0,123.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,2,3,yellow,blue,yellow-orange-pink,156.0-146.0-85.0,9.227732,1,156,160.0,146.0,85.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,3,3,purple,yellow,orange-purple-red,111.0-169.0-18.0,10.623876,1,169,18.0,111.0,18.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,4,3,blue,pink,blue-orange-purple,46.0-9.0-85.0,7.617845,1,46,48.0,9.0,85.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,5,3,cyan,yellow,cyan-blue-orange,170.0-25.0-125.0,11.289736,1,170,14.0,25.0,125.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,6,3,pink,purple,yellow-pink-red,93.0-80.0-25.0,7.414579,1,80,54.0,93.0,25.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,7,3,red,blue,orange-red-pink,88.0-125.0-106.0,8.206929,1,125,123.0,88.0,106.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,8,3,red,green,blue-red-orange,57.0-69.0-3.0,7.076326,1,69,53.0,57.0,3.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,9,3,cyan,yellow,cyan-green-orange,92.0-17.0-109.0,7.041365,1,92,90.0,17.0,109.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,10,3,yellow,red,cyan-yellow-green,173.0-92.0-73.0,6.08892,1,92,90.0,173.0,73.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,11,3,purple,green,purple-red-cyan,70.0-112.0-19.0,8.936152,0,70,100.0,112.0,19.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,12,3,pink,green,pink-blue-purple,53.0-19.0-178.0,7.665444,1,53,36.0,19.0,178.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,13,3,green,red,orange-green-cyan,29.0-103.0-3.0,7.429393,1,103,61.0,29.0,3.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,14,3,yellow,orange,cyan-yellow-green,19.0-4.0-55.0,8.790073,1,4,7.0,19.0,55.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,15,3,blue,green,red-blue-orange,59.0-112.0-161.0,9.019323,1,112,108.0,59.0,161.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,16,3,orange,red,orange-cyan-yellow,154.0-125.0-69.0,10.019325,1,154,146.0,125.0,69.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,17,3,red,orange,yellow-red-green,98.0-142.0-81.0,7.436788,1,142,130.0,98.0,81.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,18,3,pink,red,pink-orange-green,92.0-49.0-27.0,8.581668,1,92,64.0,49.0,27.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,19,3,red,purple,red-green-blue,57.0-77.0-44.0,8.977728,1,57,57.0,77.0,44.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,20,3,pink,orange,cyan-pink-yellow,154.0-105.0-116.0,8.186046,1,105,121.0,154.0,116.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,21,3,blue,orange,purple-blue-cyan,117.0-165.0-60.0,7.914769,1,165,139.0,117.0,60.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,22,3,cyan,orange,red-cyan-pink,139.0-62.0-41.0,7.789974,1,62,53.0,139.0,41.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,23,3,green,pink,purple-green-cyan,114.0-43.0-139.0,7.827306,1,43,48.0,114.0,139.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,24,3,blue,yellow,red-blue-pink,112.0-41.0-167.0,8.748164,0,41,52.0,112.0,167.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,25,3,cyan,orange,pink-red-cyan,23.0-75.0-6.0,10.289959,1,6,139.0,23.0,75.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,26,3,yellow,red,yellow-purple-green,143.0-45.0-35.0,7.290146,1,143,135.0,45.0,35.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,27,3,blue,purple,green-yellow-blue,56.0-135.0-118.0,7.49782,1,118,118.0,56.0,135.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,28,3,yellow,pink,yellow-red-green,173.0-16.0-124.0,8.748626,1,173,170.0,16.0,124.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,29,3,yellow,purple,cyan-yellow-green,114.0-17.0-36.0,10.123282,1,17,25.0,114.0,36.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,30,3,blue,green,blue-red-purple,122.0-91.0-76.0,7.040067,1,122,123.0,91.0,76.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,31,3,yellow,pink,yellow-green-purple,94.0-152.0-134.0,8.352886,1,94,98.0,152.0,134.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,32,3,green,cyan,green-yellow-pink,57.0-9.0-70.0,7.311424,1,57,56.0,9.0,70.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,33,3,orange,red,green-pink-orange,76.0-34.0-103.0,6.707425,1,103,128.0,76.0,34.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,34,3,purple,green,purple-yellow-cyan,174.0-124.0-144.0,10.039824,1,174,163.0,124.0,144.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,35,3,purple,red,purple-green-yellow,102.0-141.0-66.0,7.269599,1,102,110.0,141.0,66.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,36,3,blue,orange,pink-green-blue,163.0-132.0-107.0,7.248341,1,107,126.0,163.0,132.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,37,3,orange,cyan,orange-red-green,138.0-119.0-162.0,7.04035,1,138,127.0,119.0,162.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,38,3,red,green,red-orange-blue,164.0-33.0-1.0,9.123606,1,164,174.0,33.0,1.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,39,3,blue,red,blue-green-cyan,43.0-164.0-78.0,8.831998,1,43,44.0,164.0,78.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,40,3,yellow,purple,blue-pink-yellow,170.0-83.0-120.0,7.790069,1,120,113.0,170.0,83.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,41,3,purple,orange,blue-purple-cyan,153.0-72.0-84.0,8.311073,1,72,57.0,153.0,84.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,42,3,cyan,yellow,cyan-green-purple,145.0-36.0-102.0,10.102857,1,145,141.0,36.0,102.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,43,3,yellow,blue,cyan-yellow-green,103.0-69.0-168.0,7.519473,1,69,96.0,103.0,168.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,44,3,orange,purple,orange-yellow-pink,95.0-112.0-25.0,7.352368,1,95,110.0,112.0,25.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,45,3,red,orange,cyan-red-green,40.0-59.0-87.0,9.061076,1,59,54.0,40.0,87.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,46,3,purple,pink,purple-red-yellow,22.0-97.0-119.0,8.331936,1,22,22.0,97.0,119.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,47,3,red,orange,red-pink-green,171.0-140.0-19.0,6.643877,1,171,147.0,140.0,19.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,48,3,green,red,green-orange-cyan,144.0-119.0-10.0,6.457194,1,144,125.0,119.0,10.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,49,3,green,red,green-yellow-blue,86.0-45.0-138.0,6.498678,1,86,110.0,45.0,138.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,50,3,blue,yellow,green-blue-cyan,90.0-58.0-113.0,6.727796,1,58,70.0,90.0,113.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,51,3,blue,orange,blue-purple-cyan,10.0-22.0-160.0,10.152404,1,10,35.0,22.0,160.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,52,3,blue,yellow,orange-red-blue,138.0-47.0-176.0,9.207197,1,176,180.0,138.0,47.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,53,3,purple,orange,pink-purple-cyan,157.0-119.0-51.0,7.269614,1,119,133.0,157.0,51.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,54,3,yellow,purple,blue-cyan-yellow,70.0-24.0-98.0,7.477775,1,98,111.0,70.0,24.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,55,3,pink,blue,green-pink-orange,155.0-34.0-71.0,8.123491,1,34,26.0,155.0,71.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,56,3,cyan,blue,cyan-orange-yellow,157.0-79.0-100.0,7.664982,1,157,142.0,79.0,100.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,57,3,cyan,green,purple-red-cyan,47.0-20.0-152.0,6.915407,1,152,135.0,47.0,20.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,58,3,orange,pink,green-purple-orange,145.0-18.0-67.0,8.18599,1,67,61.0,145.0,18.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,59,3,yellow,cyan,green-red-yellow,148.0-10.0-116.0,7.8947329999999996,1,116,151.0,148.0,10.0
precision_23,2016_Dec_05_0926,22,SP-SD,single,test,60,3,pink,blue,purple-pink-green,12.0-32.0-166.0,7.707038,1,32,27.0,12.0,166.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,1,3,green,cyan,green-yellow-pink,41.0-78.0-104.0,7.061283,1,41,40.0,78.0,104.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,2,3,blue,yellow,pink-purple-blue,125.0-5.0-56.0,6.790613,1,56,52.0,125.0,5.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,3,3,blue,pink,blue-orange-green,170.0-19.0-151.0,8.206731,1,170,171.0,19.0,151.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,4,3,orange,purple,orange-green-blue,154.0-111.0-55.0,7.852664,1,154,140.0,111.0,55.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,5,3,green,red,green-blue-yellow,4.0-101.0-24.0,8.206158,1,4,29.0,101.0,24.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,6,3,red,green,pink-red-orange,13.0-75.0-127.0,7.248823,1,75,56.0,13.0,127.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,7,3,purple,orange,blue-red-purple,108.0-140.0-62.0,8.540164,1,62,136.0,108.0,140.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,8,3,blue,purple,blue-pink-green,36.0-26.0-133.0,7.164251,1,36,40.0,26.0,133.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,9,3,purple,blue,pink-green-purple,71.0-8.0-105.0,7.269322,1,105,126.0,71.0,8.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,10,3,green,red,green-cyan-purple,111.0-146.0-51.0,8.914496,1,111,65.0,146.0,51.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,11,3,orange,green,orange-purple-pink,169.0-32.0-72.0,8.143165,1,169,170.0,32.0,72.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,12,3,pink,purple,pink-yellow-green,122.0-64.0-162.0,6.539512,1,122,123.0,64.0,162.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,13,3,cyan,purple,cyan-green-yellow,66.0-76.0-147.0,7.094812,1,66,48.0,76.0,147.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,14,3,pink,orange,blue-pink-purple,102.0-9.0-127.0,7.581934,1,9,18.0,102.0,127.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,15,3,green,yellow,green-cyan-pink,124.0-23.0-55.0,7.581265,1,124,125.0,23.0,55.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,16,3,red,yellow,red-cyan-purple,155.0-14.0-109.0,7.352862,1,155,137.0,14.0,109.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,17,3,cyan,purple,green-yellow-cyan,66.0-11.0-45.0,7.284714,1,45,33.0,66.0,11.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,18,3,green,cyan,purple-green-pink,33.0-76.0-102.0,7.429389,1,76,15.0,33.0,102.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,19,3,green,yellow,orange-green-blue,74.0-35.0-8.0,6.963215,1,35,32.0,74.0,8.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,20,3,purple,green,orange-purple-cyan,97.0-132.0-25.0,8.498569,0,132,150.0,97.0,25.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,21,3,green,pink,purple-green-cyan,26.0-1.0-71.0,7.221665,1,1,27.0,26.0,71.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,22,3,pink,orange,green-yellow-pink,173.0-81.0-109.0,7.685506,1,109,39.0,173.0,81.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,23,3,red,pink,green-red-purple,37.0-82.0-151.0,7.478191,0,82,119.0,37.0,151.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,24,3,blue,red,cyan-purple-blue,94.0-14.0-104.0,7.144366,1,104,26.0,94.0,14.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,25,3,cyan,blue,green-pink-cyan,85.0-21.0-143.0,6.873608,1,143,131.0,85.0,21.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,26,3,blue,cyan,red-orange-blue,72.0-49.0-62.0,7.312014,1,62,43.0,72.0,49.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,27,3,orange,yellow,blue-orange-cyan,13.0-62.0-78.0,8.456804,0,62,55.0,13.0,78.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,28,3,orange,cyan,orange-red-purple,76.0-44.0-135.0,7.081454,1,76,75.0,44.0,135.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,29,3,green,cyan,red-yellow-green,177.0-64.0-31.0,9.22621,1,31,34.0,177.0,64.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,30,3,purple,orange,purple-cyan-pink,117.0-70.0-51.0,8.769631,1,117,71.0,70.0,51.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,31,3,green,pink,yellow-green-orange,41.0-84.0-66.0,7.644496,1,84,81.0,41.0,66.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,32,3,red,purple,cyan-red-orange,70.0-35.0-157.0,8.12408,1,35,49.0,70.0,157.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,33,3,green,pink,orange-green-purple,60.0-167.0-49.0,8.269863,1,167,4.0,60.0,49.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,34,3,cyan,pink,green-red-cyan,22.0-80.0-176.0,8.873605,1,176,5.0,22.0,80.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,35,3,red,blue,red-pink-yellow,50.0-76.0-64.0,8.061132,1,50,38.0,76.0,64.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,36,3,red,green,yellow-orange-red,62.0-5.0-165.0,7.103039,1,165,150.0,62.0,5.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,37,3,blue,pink,blue-red-green,115.0-2.0-58.0,6.102871,1,115,115.0,2.0,58.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,38,3,green,cyan,yellow-green-red,131.0-21.0-46.0,8.373067,1,21,21.0,131.0,46.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,39,3,blue,cyan,red-blue-orange,91.0-174.0-20.0,9.497714,1,174,169.0,91.0,20.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,40,3,purple,cyan,purple-red-yellow,80.0-111.0-55.0,7.457171,1,80,119.0,111.0,55.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,41,3,green,purple,cyan-yellow-green,158.0-53.0-95.0,7.53942,1,95,99.0,158.0,53.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,42,3,pink,orange,red-blue-pink,139.0-19.0-161.0,9.748444,0,161,158.0,139.0,19.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,43,3,pink,cyan,pink-blue-orange,64.0-21.0-165.0,8.562697,1,64,64.0,21.0,165.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,44,3,purple,green,purple-cyan-pink,59.0-166.0-32.0,7.997825,1,59,60.0,166.0,32.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,45,3,green,pink,orange-green-yellow,77.0-111.0-158.0,7.789577,1,111,130.0,77.0,158.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,46,3,cyan,pink,cyan-yellow-orange,139.0-30.0-174.0,7.810993,1,139,146.0,30.0,174.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,47,3,red,purple,yellow-blue-red,154.0-165.0-6.0,8.870874,1,6,3.0,154.0,165.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,48,3,red,yellow,blue-red-orange,118.0-134.0-3.0,7.102637,1,134,127.0,118.0,3.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,49,3,blue,green,pink-purple-blue,143.0-118.0-77.0,7.081871,1,77,76.0,143.0,118.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,50,3,orange,yellow,orange-green-cyan,91.0-2.0-16.0,7.85298,0,91,111.0,2.0,16.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,51,3,purple,pink,cyan-purple-red,131.0-121.0-173.0,8.540273,1,121,124.0,131.0,173.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,52,3,purple,pink,red-blue-purple,35.0-61.0-169.0,7.914822,1,169,158.0,35.0,61.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,53,3,yellow,green,pink-orange-yellow,84.0-128.0-160.0,8.332058,1,160,17.0,84.0,128.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,54,3,red,cyan,red-blue-yellow,112.0-85.0-32.0,8.915526,0,112,30.0,85.0,32.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,55,3,pink,blue,pink-orange-green,54.0-72.0-110.0,7.167593,1,54,60.0,72.0,110.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,56,3,blue,orange,yellow-cyan-blue,146.0-132.0-11.0,8.336261,1,11,16.0,146.0,132.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,57,3,orange,purple,orange-red-yellow,140.0-95.0-108.0,7.379357,1,140,117.0,95.0,108.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,58,3,red,blue,purple-cyan-red,73.0-15.0-140.0,7.186046,1,140,131.0,73.0,15.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,59,3,cyan,red,green-cyan-yellow,125.0-45.0-14.0,9.060273,1,45,75.0,125.0,14.0
precision_23,2016_Dec_05_0926,22,SP-SD,dual,test,60,3,pink,cyan,pink-purple-orange,93.0-35.0-69.0,8.602848,1,93,78.0,35.0,69.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,1,3,green,yellow,green-purple-pink,76.0-8.0-154.0,7.651874,1,76,48.0,8.0,154.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,2,3,green,red,blue-green-yellow,66.0-30.0-135.0,8.602323,1,30,61.0,66.0,135.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,3,3,orange,purple,red-orange-cyan,177.0-34.0-100.0,7.082583,1,34,67.0,177.0,100.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,4,3,cyan,blue,cyan-orange-green,56.0-24.0-79.0,7.020186,1,56,66.0,24.0,79.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,5,3,green,orange,cyan-green-purple,156.0-117.0-52.0,7.666145,1,117,121.0,156.0,52.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,6,3,green,cyan,green-pink-orange,160.0-112.0-43.0,7.540507,1,160,132.0,112.0,43.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,7,3,cyan,yellow,purple-cyan-pink,142.0-30.0-51.0,6.811438,1,30,60.0,142.0,51.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,8,3,pink,green,pink-purple-blue,86.0-65.0-167.0,7.124023,1,86,77.0,65.0,167.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,9,3,purple,pink,blue-red-purple,156.0-107.0-44.0,7.852782,0,44,62.0,156.0,107.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,10,3,yellow,red,yellow-cyan-orange,93.0-15.0-59.0,6.582111,1,93,72.0,15.0,59.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,11,3,orange,green,pink-red-orange,144.0-154.0-33.0,7.498667,1,33,111.0,144.0,154.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,12,3,green,purple,blue-cyan-green,66.0-155.0-134.0,7.061327,1,134,115.0,66.0,155.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,13,3,pink,cyan,pink-orange-green,3.0-79.0-165.0,7.915312,1,3,148.0,79.0,165.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,14,3,green,pink,cyan-red-green,119.0-77.0-153.0,6.793259,1,153,120.0,119.0,77.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,15,3,purple,yellow,red-purple-pink,24.0-34.0-94.0,7.917332,1,34,31.0,24.0,94.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,16,3,orange,red,cyan-orange-pink,134.0-51.0-85.0,6.560717,1,51,118.0,134.0,85.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,17,3,purple,red,purple-green-pink,178.0-65.0-12.0,7.352024,1,178,153.0,65.0,12.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,18,3,yellow,orange,purple-yellow-cyan,2.0-114.0-13.0,6.747586,1,114,123.0,2.0,13.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,19,3,pink,blue,purple-yellow-pink,117.0-35.0-94.0,6.644548,1,94,62.0,117.0,35.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,20,3,blue,yellow,cyan-blue-pink,70.0-120.0-10.0,7.311188,1,120,120.0,70.0,10.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,21,3,blue,red,green-cyan-blue,142.0-43.0-81.0,7.519857,1,81,64.0,142.0,43.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,22,3,red,cyan,blue-red-orange,130.0-119.0-143.0,7.415472,1,119,142.0,130.0,143.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,23,3,cyan,orange,cyan-yellow-green,107.0-127.0-77.0,6.332024,1,107,115.0,127.0,77.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,24,3,pink,blue,orange-cyan-pink,176.0-42.0-82.0,5.936011,1,82,112.0,176.0,42.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,25,3,orange,green,orange-purple-red,20.0-33.0-85.0,6.602669,1,20,73.0,33.0,85.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,26,3,yellow,cyan,yellow-blue-red,179.0-85.0-45.0,8.331384,1,179,174.0,85.0,45.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,27,3,green,blue,cyan-purple-green,121.0-55.0-95.0,6.915245,1,95,111.0,121.0,55.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,28,3,yellow,orange,pink-cyan-yellow,95.0-139.0-70.0,7.519036,1,70,105.0,95.0,139.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,29,3,yellow,green,yellow-orange-red,147.0-104.0-137.0,7.769595,1,147,110.0,104.0,137.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,30,3,purple,green,cyan-red-purple,91.0-77.0-31.0,7.16527,1,31,63.0,91.0,77.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,31,3,yellow,purple,pink-green-yellow,121.0-137.0-70.0,9.144314,1,70,72.0,121.0,137.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,32,3,red,pink,blue-cyan-red,106.0-67.0-130.0,6.477652,1,130,113.0,106.0,67.0
precision_24,2016_Dec_05_1101,19,SD-SP,single,test,33,3,orange,cyan,orange-blue-pink,15.0-139.0-94.0,9.436216,0,15,118.0,139.0,94.0
